"","x"
"1",104.74915651797
"2",123.839953585723
"3",111.352548650146
"4",132.22110760908
"5",143.091795380135
"6",121.561297105731
"7",124.754176683264
"8",141.796538413664
"9",89.8716524373234
"10",160.741956341459
"11",162.270938751167
"12",137.249359714459
"13",116.041658893821
"14",123.108362678199
"15",141.579091971365
"16",102.350488748437
"17",124.983090500537
"18",112.21638037026
"19",140.28265454109
"20",153.718900587655
"21",140.482753110048
"22",157.352439026219
"23",99.1875214042806
"24",141.527246898346
"25",85.7044408259167
"26",109.58643036807
"27",131.215885147563
"28",121.174305804062
"29",118.217887067226
"30",97.1686896319343
"31",102.517933887864
"32",119.710142784277
"33",117.672746852836
"34",85.6288501467789
"35",118.279383724515
"36",121.476940204378
"37",111.645123161365
"38",111.617423894626
"39",123.554285371195
"40",146.109135192492
"41",98.5251342103682
"42",138.666566363895
"43",87.7963283866669
"44",124.350826700559
"45",98.6220630225687
"46",118.582384995209
"47",150.863156043593
"48",118.340575373292
"49",153.975185582525
"50",79.4472676590602
"51",127.313097474737
"52",136.55881983526
"53",134.654322308815
"54",106.168498265343
"55",141.476205569729
"56",105.846776647814
"57",138.697055289591
"58",98.0288439252028
"59",144.321509915028
"60",128.364245776999
"61",95.1982583438302
"62",145.49102432175
"63",120.243279448299
"64",133.988023700114
"65",110.677184174553
"66",142.264329683669
"67",114.136683138627
"68",145.206073272923
"69",115.825801933536
"70",130.034229002778
"71",124.364905552009
"72",134.535103462161
"73",112.589063178515
"74",123.348236201767
"75",107.340823084104
"76",133.179384492406
"77",119.323369551444
"78",153.431888634809
"79",119.728996768168
"80",124.386865826974
"81",141.599860077378
"82",110.329428327436
"83",140.240372062676
"84",140.410498845268
"85",118.174599414639
"86",103.976027144098
"87",106.177399099588
"88",77.2357042629015
"89",103.442573266205
"90",118.189592881859
"91",125.506896341093
"92",89.5264454270698
"93",158.574565823311
"94",148.426800856161
"95",162.44293296808
"96",136.120350809296
"97",102.575899816085
"98",124.512304374602
"99",93.5907592764006
"100",148.732796570339
"101",142.421977003755
"102",99.17397636255
"103",83.7911141856951
"104",138.255179764044
"105",88.2318006147134
"106",160.709196527931
"107",138.465486380216
"108",80.6839310512078
"109",118.945473679452
"110",119.221841361934
"111",71.2018652862421
"112",116.649178945847
"113",105.938062297454
"114",102.253431379989
"115",135.126333435966
"116",151.868253201927
"117",162.291159818217
"118",61.7594606255504
"119",142.71619741459
"120",97.7133361057973
"121",134.599521075458
"122",124.814543313343
"123",143.741307963158
"124",87.6172907384401
"125",116.113083932304
"126",125.405325653418
"127",141.653430929146
"128",120.864268631991
"129",133.23270317808
"130",111.037398981001
"131",103.283572064028
"132",131.49039099796
"133",104.195838808898
"134",113.710386907873
"135",136.14375276623
"136",144.823744837282
"137",142.102994802224
"138",110.391865546155
"139",135.260110257932
"140",105.20890272798
"141",99.1216817278091
"142",125.501315824482
"143",107.831134239262
"144",108.738419913404
"145",126.156001856034
"146",121.896996932157
"147",119.971857906471
"148",101.201878358923
"149",133.009773396921
"150",120.269903017392
"151",133.111109370373
"152",94.9835579091761
"153",157.804412438363
"154",149.534019210154
"155",126.256283109338
"156",133.898285932651
"157",113.908500907008
"158",122.478527481862
"159",127.645361869785
"160",121.043179821808
"161",132.378273786177
"162",108.398993037218
"163",139.134575380454
"164",106.755514443811
"165",91.3417905868705
"166",111.043981930588
"167",127.011704730809
"168",124.817357279252
"169",120.873999669525
"170",83.5284116133071
"171",122.9657698929
"172",115.134062285313
"173",118.285531686586
"174",102.383004515945
"175",104.654346947305
"176",146.39627748778
"177",99.7924053947839
"178",100.869344254918
"179",109.382165133502
"180",154.044716345179
"181",101.217397798114
"182",97.1883047875313
"183",104.875782273577
"184",89.4009948211879
"185",138.002005215969
"186",82.5090416650444
"187",102.046126769506
"188",99.2076651555236
"189",76.9843391125148
"190",127.065741537776
"191",152.878911747655
"192",155.555143032656
"193",102.519806165531
"194",107.762856756756
"195",105.780683139411
"196",113.575461917239
"197",81.3381470815395
"198",113.691784951052
"199",107.504710063047
"200",106.290440463522
"201",93.0095698633685
"202",93.0202594927807
"203",103.424902682666
"204",125.961047493134
"205",94.4712745903314
"206",133.526707432314
"207",124.82515562914
"208",123.586724431622
"209",97.6336635826884
"210",91.0661574091208
"211",106.195492180237
"212",88.8068327531567
"213",99.8173557590364
"214",122.963798547364
"215",123.805611735037
"216",130.352937010387
"217",140.677776623261
"218",134.842830606075
"219",147.564925289255
"220",101.643991821169
"221",149.134926348241
"222",131.298837706403
"223",96.8142720331317
"224",140.49141383866
"225",98.75374859976
"226",147.12895708124
"227",112.218933933054
"228",111.55816550457
"229",102.475556885576
"230",111.698445456982
"231",160.904283304323
"232",123.606018935137
"233",147.985200533519
"234",130.401745641241
"235",136.095893496492
"236",132.675831205765
"237",154.413079258341
"238",146.565577313982
"239",117.001558287441
"240",126.557425480582
"241",115.516869072608
"242",109.910025871321
"243",107.271074660293
"244",133.342971921638
"245",70.059256508031
"246",109.432709549418
"247",131.904088986327
"248",109.314862413907
"249",143.971044358186
"250",134.387398993956
"251",93.5532332974339
"252",103.556040216169
"253",120.30820558037
"254",154.21363800703
"255",135.224787785885
"256",115.226756677248
"257",93.7493217013393
"258",147.388807964484
"259",135.60256206118
"260",74.1730719898244
"261",106.133906707494
"262",115.842297122345
"263",99.3149007420294
"264",98.8270829801907
"265",90.3386255217095
"266",109.85056009425
"267",129.42792130302
"268",138.167627720849
"269",130.136235633342
"270",143.221005523862
"271",98.3944422262532
"272",77.2327629877757
"273",123.063227114282
"274",129.350135315222
"275",115.41436068106
"276",147.134344564483
"277",147.90057969304
"278",128.65064685761
"279",124.70078244331
"280",118.223838070977
"281",116.674239206357
"282",124.638946882505
"283",138.960846491746
"284",116.659520471919
"285",108.624639471574
"286",157.138714179267
"287",123.551314324061
"288",103.715829335197
"289",144.412929069956
"290",120.702525549811
"291",145.447782158047
"292",111.992105047077
"293",115.914940775565
"294",109.511704472993
"295",118.631284314688
"296",105.113045342209
"297",111.828451031659
"298",117.584754571523
"299",132.847872864626
"300",115.833546222167
"301",116.294645445375
"302",98.5129653971055
"303",92.5536179834945
"304",158.090503833623
"305",116.453787112957
"306",108.451715811723
"307",121.8277699457
"308",131.981435172921
"309",107.120788232523
"310",125.633296550833
"311",114.838030006488
"312",113.678903046608
"313",120.502937673883
"314",121.614547110495
"315",122.310979169002
"316",115.587174163464
"317",117.904167569637
"318",108.916622236861
"319",102.477145298319
"320",121.352870018961
"321",118.129813660529
"322",103.141482951073
"323",112.77647369299
"324",101.662020007177
"325",138.104373465999
"326",165.114141008521
"327",95.5488149561357
"328",123.914531147067
"329",128.880961992719
"330",169.55246878745
"331",86.8840870340667
"332",108.917017788705
"333",95.7339648941429
"334",125.64340761613
"335",125.142235504872
"336",107.239718472604
"337",159.03902022951
"338",118.808115305713
"339",168.310452554207
"340",135.680233863875
"341",93.287688312119
"342",112.530631724537
"343",117.468509163828
"344",106.955983997892
"345",108.060639107087
"346",135.961816269035
"347",143.776893355999
"348",107.978071670936
"349",108.169447631176
"350",83.3563815502768
"351",134.111111712844
"352",115.304873632166
"353",106.986803213086
"354",135.417717166129
"355",151.56721752753
"356",155.950267594614
"357",94.7451108169308
"358",134.844992507794
"359",105.790409315367
"360",141.017714580057
"361",119.674155009756
"362",132.448545516457
"363",90.129814045552
"364",144.644549901864
"365",123.341072829072
"366",102.677465372558
"367",132.730116492344
"368",112.784561606653
"369",155.692333598053
"370",98.159733352661
"371",175.81736999645
"372",100.816815613857
"373",115.290237648577
"374",79.5835919326457
"375",113.473805817857
"376",128.531317929559
"377",131.099625203726
"378",126.001118309223
"379",115.025673674254
"380",66.4626458178719
"381",114.790412543378
"382",110.645652691957
