"","x"
"1",108.790487068956
"2",115.396450210334
"3",151.174166282982
"4",121.410167828492
"5",122.585754703219
"6",154.301299737666
"7",129.218324119784
"8",94.6987753078693
"9",106.262942962129
"10",111.086760598001
"11",144.481635948789
"12",127.196276541147
"13",128.015429011881
"14",122.213654318902
"15",108.883177304919
"16",155.738262736062
"17",129.957009564585
"18",80.6676568674072
"19",134.027118031274
"20",110.544171845441
"21",98.6435258802631
"22",115.640501706834
"23",99.4799110338552
"24",105.422175414177
"25",107.499214643015
"26",86.2661337851517
"27",136.75574088989
"28",123.06746235673
"29",97.2372612597611
"30",145.076298421399
"31",128.529284429536
"32",114.098570340155
"33",137.9025132209
"34",137.562669750661
"35",136.43162163275
"36",133.772805082002
"37",131.078353070752
"38",118.761765788466
"39",113.880746725202
"40",112.390579979752
"41",106.10586042159
"42",115.841654439608
"43",94.6920729686347
"44",163.37911930677
"45",144.1592399661
"46",97.537828335933
"47",111.942303294018
"48",110.666892927536
"49",135.599302366726
"50",118.332618670563
"51",125.066370279895
"52",119.429064893026
"53",119.142590854174
"54",147.372045680289
"55",115.484580286815
"56",150.329412088591
"57",89.0249439153956
"58",131.692274992721
"59",122.477084876892
"60",124.318831374879
"61",127.592789655198
"62",109.953530937814
"63",113.335852326612
"64",99.6284923378582
"65",98.5641754704884
"66",126.070572828085
"67",128.964195572589
"68",121.06008453461
"69",138.445349357595
"70",161.001693712543
"71",110.179376678869
"72",73.8166224871837
"73",140.114770489245
"74",105.815984748352
"75",106.239827670653
"76",140.511427393934
"77",114.30453985898
"78",95.5856457549093
"79",123.626069594983
"80",117.222172751219
"81",120.115283717998
"82",127.705608022527
"83",112.586799364152
"84",132.887530970377
"85",115.590268763625
"86",126.635639278314
"87",141.936780262987
"88",128.703629816676
"89",113.481368289375
"90",142.976152369022
"91",139.870077119242
"92",130.967939190161
"93",124.774634702229
"94",107.441878479213
"95",147.2130489706
"96",107.994808257057
"97",163.746659860332
"98",150.652212523704
"99",115.28599281799
"100",99.4715819938644
"101",105.791868726014
"102",125.137674183131
"103",115.066162430753
"104",113.049148012045
"105",100.9676286547
"106",119.099445503822
"107",104.301910610858
"108",86.6411612682373
"109",112.395469594245
"110",138.379932181215
"111",108.493060747832
"112",132.159286444501
"113",87.6423458342167
"114",118.888760689509
"115",130.388144078869
"116",126.023067243334
"117",122.113523882979
"118",107.185879833892
"119",103.005913079328
"120",99.5174241879017
"121",122.352931942003
"122",101.050507716304
"123",110.188851125987
"124",114.878156156035
"125",156.877240104644
"126",106.961001966091
"127",124.707731445697
"128",121.559216991274
"129",100.762867317397
"130",118.573838277528
"131",148.891017168467
"132",129.030081061584
"133",120.824658439859
"134",111.550063353208
"135",78.9350555691897
"136",142.626744268284
"137",90.7871985815036
"138",134.798950217547
"139",158.18207138435
"140",91.122136780564
"141",134.035686707494
"142",114.756050211951
"143",88.5571168170902
"144",89.706646924365
"145",87.9692765285081
"146",109.381869556594
"147",90.764888300082
"148",133.758335459517
"149",162.002178810513
"150",94.2593904792964
"151",135.754776949504
"152",135.380844820018
"153",126.644051579002
"154",99.8324678344598
"155",117.610947867387
"156",114.392093296595
"157",131.25979066441
"158",112.551224877923
"159",139.539467733712
"160",112.50838284466
"161",141.054229311587
"162",99.0164598666787
"163",94.7968951048377
"164",184.820798698848
"165",111.662848236791
"166",125.964551830814
"167",132.731393480677
"168",110.324387485825
"169",130.337240886272
"170",127.379290547702
"171",115.692389847166
"172",121.305860670506
"173",119.318654925231
"174",162.569037980324
"175",105.173278074543
"176",98.0800746585067
"177",120.755767983422
"178",126.209614988863
"179",128.730469578204
"180",110.832693345778
"181",98.7334773205762
"182",145.26370352179
"183",113.006992240929
"184",102.689742746933
"185",115.274408621178
"186",116.056482113029
"187",142.198405794273
"188",121.694745843944
"189",135.08107570369
"190",110.014159656555
"191",124.288906191632
"192",113.506281770183
"193",121.891670563471
"194",102.092732840449
"195",93.7839693334406
"196",159.944267694959
"197",132.014176473448
"198",94.9745727675011
"199",107.776681666392
"200",96.2903983080538
"201",163.976206977674
"202",146.24825952867
"203",114.697098866073
"204",130.863881184642
"205",111.713201041623
"206",110.475062107688
"207",104.227943242995
"208",108.10765465081
"209",153.018149346734
"210",118.919437498291
"211",122.384904728552
"212",124.873748591982
"213",144.649517569707
"214",109.678723381104
"215",100.149856992159
"216",153.513938648064
"217",111.176735661894
"218",105.538680601203
"219",95.2745376223341
"220",94.3056855536441
"221",108.52053041404
"222",132.359716343331
"223",142.196962778594
"224",134.151767076712
"225",112.726854058095
"226",121.194998747692
"227",105.908070726399
"228",105.65563676852
"229",137.693009979538
"230",99.6881484279291
"231",159.105879309849
"232",118.193608120683
"233",124.290776532584
"234",105.229445905209
"235",108.512226204735
"236",93.6596773538952
"237",116.341492232545
"238",128.379648098489
"239",126.486086883228
"240",104.369270258905
"241",104.22756058292
"242",109.956025633143
"243",149.921213396927
"244",97.2539275866851
"245",116.418968112396
"246",158.047236433579
"247",117.980502293424
"248",92.8031859235721
"249",106.704611294519
"250",129.709199578098
"251",112.487942566605
"252",108.762472729004
"253",113.121655317431
"254",121.809932942784
"255",151.970175422917
"256",118.228697757222
"257",141.61598992303
"258",132.615082313011
"259",117.727202089877
"260",89.341959942188
"261",109.57765364895
"262",110.202590937231
"263",120.943088655231
"264",146.003973553336
"265",165.861579476622
"266",150.951621179675
"267",117.336980713421
"268",84.8694520888473
"269",112.224402718565
"270",121.784144461466
"271",136.900260081349
"272",139.250559369685
"273",133.686188588329
"274",92.0945130040107
"275",136.992860912667
"276",111.068855671456
"277",123.496054003225
"278",121.491023543475
"279",128.56333529941
